"Country Name", 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 
"Colombia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51.5, 0, 0, 0, 56.9, 0, 0, 58.7, 58.7, 57.5, 56.0, 53.6, 55.0, 53.9, 0, 0, 55.3, 54.3, 54.6, 53.5, 52.6, 52.6, 52.6, 51.0, 50.6, 49.7, 50.4, 51.3, 53.5, 51.5, 0, 0
"Comoros", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.3, 0, 0, 0, 0, 0, 0, 0, 0, 0
"Cabo Verde", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52.5, 0, 0, 0, 0, 0, 47.2, 0, 0, 0, 0, 0, 0, 0, 42.4, 0, 0, 0, 0, 0, 0, 0, 0
"Costa Rica", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47.5, 0, 0, 0, 0, 34.4, 0, 0, 45.6, 45.3, 46.6, 45.7, 46.0, 46.8, 45.7, 46.5, 45.6, 45.7, 47.7, 47.4, 51.5, 51.8, 49.3, 48.4, 47.5, 49.3, 49.3, 48.6, 50.6, 48.0, 48.8, 48.4, 49.2, 48.6, 48.4, 48.7, 48.3, 48.0, 48.2, 49.2, 48.7, 47.2, 0
"Cuba", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"Cyprus", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.1, 30.3, 31.1, 31.1, 31.7, 32.1, 31.5, 32.6, 34.3, 37.0, 35.6, 34.0, 32.9, 31.4, 32.7, 31.2, 31.7, 0, 0, 0
"Germany", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.5, 29.0, 28.5, 29.2, 28.7, 28.0, 28.3, 28.1, 29.0, 28.8, 29.9, 29.9, 29.9, 30.2, 31.6, 31.0, 31.1, 30.9, 30.5, 30.3, 30.7, 31.1, 31.5, 30.9, 31.4, 31.4, 31.9, 31.8, 31.7, 0, 0, 0, 0
"Djibouti", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.1, 44.1, 0, 0, 0, 41.6, 0, 0, 0, 0, 0, 0
"Dominica", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"Denmark", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26.2, 0, 0, 0, 0, 24.7, 0, 0, 23.0, 0, 0, 0, 0, 23.8, 0, 0, 25.6, 24.9, 25.2, 25.9, 26.2, 25.2, 26.7, 27.2, 27.3, 27.8, 28.5, 28.4, 28.2, 28.2, 28.7, 28.2, 27.7, 27.5, 0, 0, 0
